#ID USER ENTITLEMENT
615 66 263
616 145 87
617 185 75
618 130 69
619 191 78
620 59 87
621 364 8
622 1 6
623 128 110
624 324 274
625 91 262
626 210 92
627 283 102
628 279 83
629 344 129
630 216 33
631 279 37
632 95 129
633 89 266
634 192 271
635 245 91
636 255 246
637 144 77
638 276 93
639 184 113
640 153 73
641 103 33
642 6 25
643 129 64
644 221 67
645 271 98
646 88 276
647 87 266
648 46 249
649 53 61
650 261 97
651 271 95
652 123 47
653 246 70
654 244 108
655 18 106
656 304 338
657 207 110
658 126 247
659 85 266
660 255 49
661 115 42
662 141 106
663 266 76
664 55 151
665 216 104
666 70 11
667 98 118
668 36 242
669 211 30
670 172 121
671 80 265
672 300 80
673 176 109
674 215 100
675 362 133
676 363 270
677 198 72
678 317 381
679 280 92
680 111 96
681 322 36
682 347 171
683 51 39
684 33 243
685 339 116
686 118 123
687 143 126
688 283 66
689 336 97
690 91 113
691 98 97
692 332 390
693 212 81
694 118 106
695 124 260
696 194 97
697 212 93
698 304 81
699 112 47
700 94 129
701 256 208
702 27 23
703 334 123
704 197 98
705 165 105
706 204 92
707 49 41
708 300 99
709 26 17
710 303 89
711 138 122
712 313 335
713 235 78
714 28 21
715 310 350
716 134 119
717 222 124
718 226 128
719 110 84
720 112 122
721 287 84
722 202 112
723 125 247
724 72 265
725 98 30
726 244 91
727 151 109
728 273 107
729 285 29
730 240 43
731 39 249
732 151 47
733 248 202
734 263 159
735 272 226
736 304 378
737 250 58
738 165 95
739 215 183
740 172 33
741 40 20
742 249 52
743 261 170
744 117 59
745 107 109
746 276 95
747 329 32
748 226 99
749 55 41
750 230 49
751 348 129
752 305 55
753 197 44
754 316 342
755 113 49
756 297 49
757 110 101
758 276 88
759 212 84
760 138 61
761 68 206
762 51 61
763 345 113
764 230 41
765 87 264
766 311 65
767 150 120
768 241 94
769 176 121
770 116 30
771 189 46
772 185 30
773 48 35
774 347 208
775 177 246
776 65 150
777 18 122
778 133 114
779 154 96
780 76 262
781 76 113
782 298 119
783 113 85
784 242 115
785 90 129
786 247 32
787 231 99
788 219 79
789 203 37
790 207 56
791 242 96
792 280 126
793 326 347
794 354 13
795 103 81
796 327 274
797 104 246
798 277 53
799 325 19
800 241 123
801 259 124
802 124 23
803 85 129
804 272 24
805 211 97
806 303 71
807 242 125
808 76 11
809 106 93
810 289 91
811 25 21
812 126 120
813 120 286
814 299 100
815 53 88
816 164 51
817 239 202
818 80 266
819 104 85
820 335 121
821 228 36
822 342 122
823 11 122
824 324 13
825 264 61
826 309 38
827 175 106
828 237 119
829 64 267
830 145 124
831 358 220
832 229 27
833 112 100
834 118 115
835 156 59
836 204 117
837 314 383
838 150 45
839 235 73
840 181 35
841 237 81
842 262 214
843 291 114
844 86 263
845 193 53
846 60 37
847 297 39
848 24 243
849 223 117
850 307 53
851 322 377
852 55 73
853 161 92
854 329 92
855 98 51
856 347 195
857 44 254
858 271 93
859 114 246
860 199 125
861 149 122
862 239 164
863 314 59
864 86 262
865 324 270
866 224 107
867 54 39
868 164 39
869 184 119
870 68 272
871 175 59
872 84 129
873 312 41
874 17 112
875 297 89
876 296 82
877 325 344
878 242 116
879 277 43
880 297 91
881 74 11
882 99 115
883 343 60
884 50 67
885 269 100
886 230 69
887 321 38
888 192 268
889 56 129
890 353 12
891 150 73
892 320 325
893 184 97
894 331 0
895 257 30
896 218 67
897 110 64
898 259 57
899 144 29
900 129 124
901 298 116
902 11 120
903 239 245
904 217 114
905 340 128
906 207 102
907 98 28
908 47 246
909 216 71
910 129 63
911 113 81
912 107 34
913 207 105
914 71 266
915 142 35
916 109 62
917 205 30
918 281 92
919 163 246
920 111 103
921 323 312
922 324 40
923 159 92
924 4 11
925 104 247
926 292 50
927 62 241
928 219 62
929 257 102
930 195 248
931 106 41
932 342 121
933 158 28
934 139 95
935 179 87
936 253 120
937 277 98
938 94 262
939 227 55
940 311 335
941 270 111
942 68 73
943 250 44
944 149 83
945 292 37
946 320 69
947 70 264
948 102 47
949 104 74
950 150 75
951 165 112
952 288 63
953 101 42
954 290 240
955 267 101
956 151 35
957 219 97
958 106 127
959 278 246
960 265 86
961 232 48
962 274 64
963 175 118
964 270 32
965 70 262
966 345 129
967 281 69
968 230 104
969 289 85
970 308 283
971 7 25
972 329 328
973 106 82
974 28 17
975 116 194
976 343 61
977 56 246
978 152 116
979 142 104
980 198 52
981 166 45
982 124 194
983 236 41
984 284 78
985 308 57
986 321 325
987 48 101
988 159 120
989 280 128
990 289 40
991 314 364
992 245 94
993 109 51
994 210 47
995 265 102
996 167 123
997 72 11
998 187 40
999 282 39
1000 333 128
1001 96 264
1002 240 73
1003 310 366
1004 163 42
1005 227 111
1006 199 39
1007 178 45
1008 263 67
1009 107 121
1010 136 110
1011 162 246
1012 146 113
1013 199 36
1014 347 209
1015 176 56
1016 10 12
1017 253 49
1018 270 100
1019 162 76
1020 353 13
1021 156 43
1022 74 276
1023 321 77
1024 110 48
1025 286 68
1026 296 66
1027 364 5
1028 121 126
1029 323 281
1030 111 71
1031 281 50
1032 47 250
1033 157 93
1034 59 39
1035 151 105
1036 279 124
1037 176 247
1038 346 113
1039 147 96
1040 343 98
1041 17 31
1042 219 116
1043 149 115
1044 169 110
1045 213 56
1046 268 74
1047 109 52
1048 308 388
1049 161 68
1050 31 10
1051 246 73
1052 100 101
1053 192 269
1054 18 45
1055 87 265
1056 229 74
1057 92 129
1058 335 115
1059 279 81
1060 5 15
1061 206 248
1062 221 110
1063 260 103
1064 112 46
1065 318 31
1066 183 114
1067 207 32
1068 265 119
1069 9 12
1070 343 76
1071 216 28
1072 12 17
1073 11 61
1074 54 92
1075 109 94
1076 89 262
1077 219 121
1078 225 161
1079 298 121
1080 343 34
1081 146 79
1082 13 19
1083 267 102
1084 11 105
1085 314 324
1086 172 48
1087 225 245
1088 210 34
1089 313 313
1090 64 129
1091 107 32
1092 206 96
1093 204 39
1094 176 86
1095 284 81
1096 267 90
1097 97 268
1098 70 266
1099 340 114
1100 209 64
1101 203 62
1102 141 42
1103 205 92
1104 357 12
1105 268 58
1106 242 91
1107 306 68
1108 37 243
1109 311 320
1110 65 264
1111 276 125
1112 337 34
1113 274 65
1114 151 90
1115 63 262
1116 338 108
1117 146 116
1118 349 129
1119 269 69
1120 84 263
1121 255 125
1122 154 56
1123 171 81
1124 134 69
1125 347 170
1126 188 93
1127 92 264
1128 229 66
1129 356 498
1130 100 91
1131 300 32
1132 157 108
1133 245 33
1134 142 45
1135 26 10
1136 18 126
1137 190 237
1138 271 27
1139 223 69
1140 167 47
1141 305 348
1142 301 52
1143 330 361
1144 157 92
1145 353 10
1146 174 245
1147 321 45
1148 257 248
1149 306 271
1150 150 61
1151 178 121
1152 1 4
1153 55 115
1154 329 283
1155 193 91
1156 272 97
1157 133 90
1158 165 73
1159 58 249
1160 205 109
1161 80 264
1162 192 270
1163 29 103
1164 313 326
1165 207 42
1166 73 129
1167 163 119
1168 32 242
1169 132 82
1170 12 15
1171 278 112
1172 187 98
1173 314 325
1174 174 45
1175 152 77
1176 272 100
1177 145 32
1178 186 96
1179 272 181
1180 293 96
1181 195 58
1182 361 115
1183 236 90
1184 293 121
1185 181 246
1186 221 120
1187 103 89
1188 77 129
1189 295 104
1190 13 15
1191 131 288
1192 210 63
1193 28 20
1194 57 49
1195 151 27
1196 123 123
1197 116 98
1198 51 81
1199 287 80
1200 328 367
1201 273 113
1202 143 223
1203 350 113
1204 147 249
1205 207 95
1206 143 81
1207 277 249
1208 112 87
1209 215 195
1210 122 97
1211 151 114
1212 23 92
1213 235 40
1214 83 263
1215 318 34
1216 53 92
1217 281 95
1218 322 343
1219 193 128
1220 234 249
1221 212 113
1222 160 65
1223 158 66
1224 317 366
1225 308 355
1226 107 249
1227 23 80
1228 145 40
1229 106 248
1230 116 50
1231 273 75
1232 310 382
1233 129 53
1234 189 38
1235 330 357
1236 267 38
1237 129 80
1238 29 34
1239 15 25
1240 101 93
1241 232 36
1242 336 90
1243 237 42
1244 68 75
1245 302 273
1246 113 45
1247 196 59
1248 123 91
1249 172 248
1250 269 58
1251 224 116
1252 315 90
1253 119 107
1254 271 88
1255 240 63
1256 247 101
1257 317 282
1258 84 266
1259 279 100
1260 146 114
1261 136 36
1262 173 83
1263 93 263
1264 245 83
1265 204 120
1266 263 236
1267 297 65
1268 179 96
1269 271 246
1270 152 31
1271 231 38
1272 78 263
1273 341 128
1274 232 129
1275 112 61
1276 175 62
1277 291 40
1278 163 248
1279 357 462
1280 306 388
1281 291 90
1282 223 101
1283 4 10
1284 112 72
1285 95 262
1286 229 60
1287 18 39
1288 160 52
1289 138 95
1290 178 53
1291 310 345
1292 279 50
1293 275 89
1294 293 60
1295 343 54
1296 316 31
1297 222 74
1298 115 81
1299 165 78
1300 228 49
1301 301 40
1302 130 106
1303 343 100
1304 279 65
1305 265 110
1306 184 52
1307 185 28
1308 88 266
1309 182 70
1310 257 129
1311 280 41
1312 96 263
1313 128 61
1314 126 68
1315 318 274
1316 115 89
1317 193 245
1318 234 62
1319 72 262
1320 191 38
1321 236 29
1322 324 21
1323 247 58
1324 122 245
1325 92 263
1326 163 61
1327 349 260
1328 182 173
1329 114 110
1330 283 72
1331 43 250
1332 112 111
1333 233 294
1334 17 75
1335 97 271
1336 222 61
1337 273 79
1338 110 29
1339 108 286
1340 324 356
1341 121 73
1342 164 79
1343 77 265
1344 181 110
1345 204 35
1346 341 121
1347 198 104
1348 73 262
1349 208 123
1350 323 49
1351 262 217
1352 225 234
1353 158 65
1354 221 246
1355 103 43
1356 313 76
1357 157 105
1358 225 138
1359 208 36
1360 96 262
1361 325 37
1362 156 58
1363 59 33
1364 238 246
1365 286 87
1366 148 94
1367 149 71
1368 267 80
1369 291 29
1370 47 247
1371 224 99
1372 342 117
1373 320 89
1374 67 264
1375 251 244
1376 282 43
1377 239 33
1378 142 62
1379 77 263
1380 305 80
1381 302 352
1382 273 247
1383 279 76
1384 113 51
1385 343 101
1386 227 124
1387 195 54
1388 211 95
1389 132 62
1390 28 19
1391 339 114
1392 59 124
1393 12 11
1394 186 78
1395 193 84
1396 222 84
1397 264 95
1398 221 249
1399 138 36
1400 87 113
1401 255 101
1402 194 102
1403 248 247
1404 219 245
1405 172 75
1406 269 49
1407 238 52
1408 304 344
1409 171 110
1410 206 117
1411 105 248
1412 223 28
1413 196 38
1414 251 112
1415 241 68
1416 296 45
1417 338 124
1418 116 52
1419 180 260
1420 191 84
1421 128 34
1422 45 249
1423 214 63
1424 256 46
1425 56 113
1426 200 48
1427 54 47
1428 227 81
1429 185 48
1430 273 90
1431 199 104
1432 109 89
1433 67 266
1434 159 72
1435 54 46
1436 212 247
1437 321 348
1438 74 265
1439 168 120
1440 112 84
1441 184 39
1442 193 89
1443 81 266
1444 255 48
1445 48 76
1446 125 213
1447 311 375
1448 170 50
1449 157 88
1450 196 89
1451 265 108
1452 162 58
1453 284 46
1454 161 49
1455 335 128
1456 48 59
1457 231 41
1458 202 117
1459 334 125
1460 348 113
1461 294 28
1462 350 129
1463 25 14
1464 295 54
1465 290 147
1466 100 96
1467 43 251
1468 259 104
1469 249 60
1470 89 132
1471 170 97
1472 168 104
1473 212 73
1474 1 3
1475 146 86
1476 229 121
1477 262 91
1478 104 91
1479 125 174
1480 72 263
1481 266 91
1482 134 110
1483 333 118
1484 107 44
1485 104 60
1486 162 93
1487 111 57
1488 281 32
1489 113 82
1490 80 11
1491 235 77
1492 339 120
1493 162 115
1494 7 24
1495 81 263
1496 202 73
1497 236 92
1498 325 90
1499 286 115
1500 207 51
1501 249 114
1502 16 223
1503 199 68
1504 52 94
1505 104 65
1506 178 67
1507 147 27
1508 274 81
1509 230 122
1510 182 61
1511 183 118
1512 133 101
1513 55 248
1514 325 381
1515 202 28
1516 100 103
1517 112 66
1518 267 63
1519 229 87
1520 225 176
1521 289 58
1522 229 122
1523 236 52
1524 29 28
1525 355 12
1526 284 105
1527 264 47
1528 51 37
1529 155 35
1530 314 318
1531 80 262
1532 42 24
1533 145 123
1534 356 252
1535 354 14
1536 340 121
1537 180 131
1538 329 358
1539 331 54
1540 90 279
1541 149 129
1542 18 67
1543 69 129
1544 152 104
1545 109 120
1546 277 122
1547 149 40
1548 220 105
1549 232 88
1550 258 81
1551 183 129
1552 140 96
1553 64 264
1554 71 129
1555 113 26
1556 181 112
1557 288 66
1558 121 52
1559 305 50
1560 364 6
1561 324 11
1562 306 98
1563 109 85
1564 104 53
1565 169 52
1566 272 235
1567 271 129
1568 301 79
1569 167 33
1570 111 129
1571 228 66
1572 197 88
1573 93 129
1574 147 38
1575 112 129
1576 338 58
1577 318 372
1578 169 93
1579 331 77
1580 241 111
1581 246 67
1582 200 102
1583 15 22
1584 162 27
1585 175 52
1586 128 42
1587 210 57
1588 349 113
1589 138 96
1590 335 118
1591 246 125
1592 48 62
1593 153 70
1594 58 45
1595 89 129
1596 328 339
1597 342 127
1598 68 72
1599 185 58
1600 182 171
1601 257 37
1602 57 114
1603 196 66
1604 341 127
1605 257 49
1606 52 37
1607 167 124
1608 162 75
1609 184 126
1610 114 245
1611 189 246
1612 252 84
1613 285 64
1614 180 244
1615 176 89
1616 258 31
1617 325 376
1618 273 41
1619 110 118
1620 116 32
1621 141 26
1622 15 24
1623 296 26
1624 133 55
1625 60 36
1626 109 93
1627 221 52
1628 333 115
1629 158 52
1630 150 77
1631 197 110
1632 23 70
1633 129 40
1634 236 67
1635 242 118
1636 180 87
1637 331 74
1638 53 59
1639 66 129
1640 90 132
1641 312 58
1642 75 262
1643 336 69
1644 251 51
1645 150 121
1646 143 62
1647 179 60
1648 337 88
1649 57 64
1650 277 69
1651 92 11
1652 58 118
1653 43 246
1654 65 263
1655 107 76
1656 292 36
1657 280 100
1658 249 115
1659 46 129
1660 295 32
1661 191 58
1662 16 63
1663 109 127
1664 230 125
1665 56 248
1666 205 61
1667 356 583
1668 23 127
1669 288 32
1670 216 118
1671 188 34
1672 155 47
1673 18 50
1674 213 77
1675 46 247
1676 54 69
1677 99 69
1678 318 324
1679 119 110
1680 312 327
1681 207 248
1682 146 75
1683 112 124
1684 25 16
1685 60 90
1686 204 98
1687 288 115
1688 134 127
1689 174 249
1690 348 259
1691 327 282
1692 323 384
1693 198 127
1694 161 73
1695 216 102
1696 222 120
1697 110 75
1698 191 80
1699 155 69
1700 107 105
1701 322 57
1702 307 40
1703 323 323
1704 178 73
1705 148 108
1706 98 80
1707 91 265
1708 105 107
1709 134 68
1710 12 16
1711 264 27
1712 261 228
1713 226 53
1714 305 315
1715 227 88
1716 43 247
1717 187 44
1718 77 266
1719 53 80
1720 224 118
1721 120 287
1722 186 39
1723 189 95
1724 314 12
1725 298 127
1726 105 62
1727 138 128
1728 132 60
1729 322 74
1730 201 45
1731 58 116
1732 203 115
1733 163 59
1734 60 66
1735 174 107
1736 184 68
1737 129 49
1738 225 106
1739 71 113
1740 143 196
1741 325 316
1742 188 106
1743 317 13
1744 69 113
1745 63 266
1746 133 62
1747 39 248
1748 202 105
1749 222 32
1750 187 247
1751 294 71
1752 10 13
1753 223 70
1754 317 333
1755 115 103
1756 253 57
1757 302 72
1758 23 107
1759 247 183
1760 195 67
1761 244 28
1762 144 43
1763 220 115
1764 11 71
1765 214 58
1766 12 21
1767 29 41
1768 116 69
1769 356 695
1770 337 89
1771 156 249
1772 157 41
1773 137 104
1774 170 112
1775 54 37
1776 168 88
1777 48 88
1778 286 85
1779 294 66
1780 205 99
1781 201 63
1782 144 58
1783 209 122
1784 13 14
1785 256 212
1786 212 45
1787 18 40
1788 67 265
1789 150 110
1790 19 100
1791 77 11
1792 103 28
1793 275 122
1794 191 44
1795 328 78
1796 209 126
1797 219 51
1798 208 126
1799 109 37
1800 0 1
1801 217 90
1802 230 77
1803 295 55
1804 228 118
1805 109 119
1806 296 100
1807 238 119
1808 127 34
1809 125 146
1810 187 49
1811 261 84
1812 51 95
1813 277 90
1814 276 38
1815 314 352
1816 302 77
1817 83 11
1818 291 100
1819 170 67
1820 292 107
1821 357 468
1822 250 106
1823 328 38
1824 281 48
1825 134 112
1826 138 98
1827 118 125
1828 335 119
1829 300 41
1830 260 90
1831 201 83
1832 160 119
1833 204 48
1834 162 71
1835 152 27
1836 248 180
1837 220 77
1838 125 202
1839 232 28
1840 250 128
1841 61 260
1842 290 98
1843 228 53
1844 343 28
1845 305 318
1846 134 94
1847 275 26
1848 196 84
1849 122 77
1850 182 48
1851 316 316
1852 334 126
1853 263 190
1854 57 62
1855 270 83
1856 260 189
1857 77 262
1858 243 88
1859 292 28
1860 123 102
1861 168 62
1862 103 65
1863 184 26
1864 301 92
1865 200 98
1866 207 127
1867 155 88
1868 180 116
1869 110 112
1870 29 54
1871 75 263
1872 181 104
1873 110 44
1874 162 59
1875 183 248
1876 339 121
1877 110 119
1878 318 75
1879 267 104
1880 255 37
1881 235 42
1882 166 44
1883 125 237
1884 171 57
1885 110 62
1886 306 366
1887 309 72
1888 105 118
1889 336 82
1890 338 39
1891 267 110
1892 165 80
1893 54 98
1894 185 27
1895 340 108
1896 242 103
1897 29 112
1898 330 62
1899 204 52
1900 202 26
1901 122 115
1902 103 88
1903 216 113
1904 150 46
1905 299 65
1906 247 145
1907 296 102
1908 143 46
1909 112 246
1910 261 2
1911 178 29
1912 317 0
1913 255 65
1914 212 59
1915 275 129
1916 160 40
1917 110 100
1918 163 30
1919 319 13
1920 267 56
1921 35 242
1922 141 126
1923 152 60
1924 184 58
1925 346 129
1926 217 74
1927 78 113
1928 328 319
1929 273 80
1930 1 7
1931 117 38
1932 257 82
1933 73 113
1934 323 18
1935 124 149
1936 263 185
1937 234 92
1938 304 56
1939 315 341
1940 54 38
1941 170 90
1942 146 96
1943 29 100
1944 44 249
1945 134 34
1946 256 180
1947 303 0
1948 291 32
1949 99 77
1950 260 110
1951 328 40
1952 162 37
1953 172 71
1954 149 114
1955 248 134
1956 342 116
1957 133 97
1958 122 59
1959 239 28
1960 249 113
1961 251 117
1962 144 121
1963 169 111
1964 169 40
1965 201 249
1966 162 121
1967 238 124
1968 165 86
1969 319 282
1970 112 64
1971 146 57
1972 152 108
1973 256 235
1974 186 100
1975 203 99
1976 288 37
1977 315 283
1978 218 124
1979 221 101
1980 180 24
1981 183 100
1982 350 259
1983 55 33
1984 70 113
1985 243 156
1986 132 37
1987 283 97
1988 292 47
1989 219 119
1990 170 102
1991 167 63
1992 298 120
1993 134 66
1994 239 75
1995 257 35
1996 347 188
1997 130 102
1998 148 88
1999 109 31
2000 166 68
2001 5 14
2002 297 112
2003 101 102
2004 157 100
2005 133 103
2006 45 248
2007 28 13
2008 293 87
2009 340 106
2010 234 85
2011 46 113
2012 285 95
2013 273 45
2014 317 274
2015 296 93
2016 16 59
2017 301 81
2018 55 40
2019 225 77
2020 40 14
2021 266 41
2022 276 112
2023 49 90
2024 267 83
2025 326 53
2026 335 125
2027 247 245
2028 194 115
2029 145 245
2030 89 276
2031 364 4
2032 126 61
2033 175 95
2034 199 47
2035 141 67
2036 284 103
2037 114 46
2038 72 129
2039 232 97
2040 65 17
2041 279 109
2042 271 75
2043 324 266
2044 45 251
2045 165 70
2046 161 38
2047 174 103
2048 115 79
2049 11 123
2050 121 62
2051 49 59
2052 269 68
2053 188 29
2054 255 79
2055 67 270
2056 230 38
2057 55 32
2058 155 129
2059 263 80
2060 291 107
2061 209 92
2062 12 14
2063 342 114
2064 324 88
2065 199 103
2066 223 293
2067 57 90
2068 137 29
2069 318 98
2070 137 83
2071 209 80
2072 223 78
2073 293 118
2074 285 30
2075 187 128
2076 198 48
2077 178 55
2078 243 56
2079 170 87
2080 184 49
2081 327 320
2082 71 262
2083 75 265
2084 84 265
2085 95 266
2086 174 68
2087 222 28
2088 155 100
2089 248 67
2090 312 329
2091 301 89
2092 348 260
2093 77 264
2094 130 47
2095 101 108
2096 215 213
2097 285 32
2098 211 62
2099 226 110
2100 140 83
2101 157 117
2102 214 43
2103 64 265
2104 23 68
2105 191 246
2106 103 248
2107 171 46
2108 312 54
2109 230 73
2110 173 49
2111 227 114
2112 186 95
2113 163 49
2114 102 54
2115 168 121
2116 141 108
2117 235 59
2118 200 111
2119 235 56
2120 60 62
2121 240 122
2122 125 117
2123 99 42
2124 249 28
2125 141 44
2126 105 95
2127 164 38
2128 111 46
2129 278 248
2130 198 91
2131 154 31
2132 106 126
2133 288 79
2134 11 65
2135 208 106
2136 165 117
2137 29 80
