#ID USER ENTITLEMENT
340 174 108
341 1597 6
342 100 85
343 1399 776
344 488 257
345 560 321
346 1943 6
347 56 57
348 1552 842
349 1201 8
350 1859 1103
351 280 12
352 1983 1139
353 1960 1139
354 924 514
355 593 329
356 955 68
357 1005 602
358 842 483
359 703 390
360 1544 842
361 1598 39
362 417 218
363 1127 644
364 548 321
365 731 411
366 427 218
367 1622 886
368 920 538
369 1175 666
370 835 4
371 499 277
372 368 194
373 42 53
374 552 321
375 434 225
376 657 356
377 94 69
378 1801 1035
379 1704 966
380 2 1
381 498 277
382 383 203
383 925 541
384 534 321
385 1373 775
386 853 502
387 1848 1092
388 978 573
389 554 321
390 1097 643
391 932 6
392 817 479
393 506 257
394 1152 663
395 21 42
396 1252 708
397 1340 747
398 807 441
399 738 417
400 1241 704
401 986 598
402 940 553
403 654 363
404 1839 1092
405 1892 1110
406 876 41
407 550 321
408 1837 1092
409 369 12
410 847 498
411 1497 807
412 624 278
413 1880 1107
414 133 93
415 1654 910
416 160 99
417 327 183
418 1947 1125
419 1814 1053
420 546 237
421 1224 704
422 390 206
423 1550 842
424 662 364
425 528 310
426 689 385
427 784 437
428 1712 956
429 735 356
430 1103 642
431 370 204
432 1196 704
433 1795 1035
434 257 153
435 225 12
436 868 513
437 746 356
438 122 4
439 684 385
440 131 93
441 1410 776
442 736 417
443 533 291
444 549 321
445 1549 842
446 1766 25
447 781 23
448 1015 6
449 1192 700
450 1073 7
451 1970 1139
452 869 510
453 718 398
454 934 533
455 1015 611
456 1574 863
457 644 360
458 594 7
459 1345 9
460 1380 775
461 407 213
462 1835 1092
463 1492 807
464 1431 785
465 400 214
466 1337 747
467 933 5
468 1711 23
469 1658 909
470 1943 7
471 1956 1109
472 1714 967
473 1909 25
474 963 573
475 1779 986
476 1063 629
477 775 428
478 1301 9
479 22 42
480 1989 1108
481 1910 1116
482 375 203
483 308 173
484 1484 807
485 820 480
486 1712 955
487 1516 818
488 862 511
489 1688 25
490 1771 986
491 515 282
492 1298 725
493 1566 846
494 577 330
495 790 436
496 1132 644
497 37 37
498 995 598
499 1722 4
500 1513 818
501 145 6
502 921 538
503 1776 986
504 1229 704
505 1292 25
506 901 524
507 1539 842
508 82 70
509 916 530
510 1438 787
511 487 256
512 1153 664
513 365 6
514 756 421
515 2037 1160
516 320 181
517 1820 5
518 476 235
519 1724 473
520 1366 775
521 2001 1141
522 519 286
523 1495 807
524 1225 704
525 1935 1102
526 1853 1105
527 8 31
528 1532 842
529 765 428
530 1395 775
531 1636 907
532 651 360
533 333 185
534 1339 744
535 1053 621
536 672 376
537 268 162
538 1988 1139
539 377 203
540 1335 744
541 32 42
542 747 417
543 1209 704
544 798 23
545 1449 793
546 1681 940
547 38 40
548 1518 818
549 316 183
550 210 124
551 359 191
552 1765 4
553 294 173
554 1940 1102
555 523 286
556 621 341
557 998 602
558 0 2
559 1274 713
560 1054 622
561 328 183
562 1665 937
563 759 422
564 779 8
565 1870 1103
566 724 356
567 1654 909
568 1867 972
569 1570 862
570 386 203
571 1765 5
572 822 480
573 297 173
574 1628 886
575 1278 712
576 1697 957
577 371 202
578 1165 0
579 643 360
580 1255 708
581 402 12
582 1893 1110
583 461 230
584 1385 775
585 511 286
586 1953 1139
587 1686 6
588 536 321
589 224 1
590 147 12
591 68 5
592 1388 775
593 1096 642
594 1279 8
595 1122 644
596 136 12
597 518 286
598 530 322
599 92 70
600 982 573
601 1567 809
602 607 335
603 83 69
604 1773 986
605 1507 818
606 742 418
607 818 480
608 1360 775
609 1583 5
610 962 566
611 172 108
612 706 390
613 1020 605
614 1033 618
615 1581 862
616 452 229
617 892 520
618 400 213
619 1086 635
620 597 24
621 66 51
622 1104 642
623 1586 875
624 1183 674
625 2016 1144
626 1734 973
627 320 179
628 840 481
629 1974 1139
630 1847 1095
631 1650 910
632 913 514
633 1661 910
634 1386 776
635 1501 811
636 925 544
637 529 322
638 571 321
639 1882 1101
640 1711 294
641 702 356
642 861 510
643 1596 6
644 1787 1018
645 1800 972
646 1917 1102
647 1288 6
648 606 334
649 1786 1018
650 623 349
651 1838 1095
652 1091 641
653 1379 9
654 50 52
655 162 5
656 1199 705
657 211 123
658 1356 9
659 895 26
660 1619 886
661 802 356
662 640 353
663 1028 618
664 1135 644
665 1124 644
666 448 7
667 463 230
668 947 561
669 459 230
670 98 85
671 1403 775
672 1380 776
673 1650 909
674 108 84
675 1092 7
676 77 60
677 878 517
678 619 341
679 1220 704
680 1233 704
681 814 444
682 414 218
683 479 235
684 958 574
685 1242 704
686 1621 886
687 712 394
688 628 349
689 915 539
690 1489 0
691 1767 973
692 728 5
693 1795 1031
694 824 7
695 1258 714
696 481 235
697 1221 704
698 122 7
699 178 109
700 1763 981
701 229 141
702 447 12
703 2002 1141
704 376 203
705 1756 931
706 535 278
707 237 140
708 1723 950
709 585 329
710 1443 24
711 985 6
712 1612 808
713 1265 712
714 1588 875
715 361 191
716 1699 957
717 1545 808
718 1164 665
719 1723 259
720 881 517
721 1630 886
722 925 542
723 144 98
724 1432 786
725 1493 807
726 955 66
727 1750 981
728 731 384
729 486 256
730 266 162
731 1905 1092
732 1666 938
733 1133 644
734 1819 1091
735 1821 5
736 1029 618
737 517 286
738 1152 660
739 1551 842
740 1358 748
741 753 421
742 210 125
743 2039 1159
744 816 477
745 809 438
746 1343 747
747 1739 7
748 620 339
749 300 173
750 1152 664
751 1693 952
752 248 26
753 9 31
754 1788 1004
755 446 11
756 293 170
757 948 562
758 1572 861
759 1297 721
760 272 162
761 729 409
762 41 52
763 1348 747
764 1311 715
765 857 509
766 1405 776
767 144 4
768 243 149
769 423 218
770 1841 1092
771 1558 4
772 318 184
773 1955 1139
774 597 37
775 299 170
776 2030 5
777 1939 1102
778 933 6
779 248 39
780 1891 1101
781 1560 6
782 326 183
783 1078 635
784 555 321
785 1839 1095
786 1967 1109
787 55 54
788 47 12
789 780 356
790 1056 629
791 1653 910
792 1098 641
793 547 321
794 1916 1116
795 2009 1144
796 1534 808
797 360 191
798 1665 895
799 1745 972
800 1984 1139
801 245 4
802 871 510
803 1294 736
804 186 121
805 859 510
806 959 574
807 673 379
808 916 539
809 1631 894
810 3 12
811 1210 704
812 1042 618
813 1922 1109
814 99 72
815 723 405
816 176 109
817 1897 1110
818 1397 776
819 776 428
820 529 289
821 1031 618
822 991 578
823 527 7
824 354 191
825 551 321
826 767 428
827 1973 1139
828 814 448
829 980 573
830 622 341
831 1767 931
832 956 209
833 1165 7
834 904 527
835 1455 4
836 1088 635
837 2028 1158
838 900 526
839 1205 707
840 1833 1095
841 1202 704
842 329 6
843 1427 785
844 1639 918
845 659 373
846 1627 886
847 1008 602
848 1910 1102
849 124 94
850 1383 775
851 1674 939
852 615 38
853 1659 909
854 728 408
855 1514 818
856 1767 972
857 936 556
858 1059 623
859 1771 987
860 1547 842
861 212 123
862 1505 40
863 1389 776
864 141 93
865 384 203
866 906 527
867 1742 982
868 1041 618
869 389 203
870 332 185
871 1396 775
872 263 162
873 1488 804
874 878 522
875 1643 900
876 194 121
877 1237 704
878 1748 981
879 1707 966
880 1382 775
881 1597 7
882 1462 798
883 1855 1103
884 418 218
885 196 121
886 287 178
887 256 153
888 1641 910
889 1260 715
890 191 12
891 905 527
892 1664 910
893 1721 966
894 705 390
895 1686 5
896 1353 751
897 181 109
898 87 70
899 395 216
900 1446 794
901 851 501
902 276 162
903 692 385
904 433 225
905 113 9
906 1290 10
907 286 25
908 1064 629
909 625 349
910 132 93
911 1914 1124
912 1653 930
913 858 41
914 14 13
915 953 6
916 1665 5
917 1760 981
918 1151 660
919 1006 602
920 2023 1158
921 373 194
922 1292 26
923 112 84
924 1759 981
925 794 437
926 1347 747
927 1287 5
928 1826 1096
929 615 4
930 918 531
931 951 558
932 960 573
933 1243 709
934 1435 785
935 1803 1031
936 69 12
937 1439 790
938 636 4
939 124 86
940 1159 663
941 331 185
942 710 6
943 478 235
944 1507 815
945 1262 715
946 631 349
947 609 335
948 1130 644
949 1337 744
950 1455 799
951 828 481
952 1499 807
953 1190 8
954 275 162
955 1313 715
956 220 4
957 1050 623
958 1060 623
959 1004 602
960 1982 1139
961 52 6
962 5 28
963 537 321
964 1603 879
965 1334 9
966 1944 5
967 33 42
968 1466 802
969 398 213
970 881 520
971 798 7
972 1027 618
973 454 231
974 605 335
975 74 69
976 1720 966
977 1671 940
978 1754 981
979 1528 844
980 1328 743
981 2042 1159
982 1068 546
983 1785 1012
984 1908 4
985 126 93
986 240 143
987 1589 808
988 1506 818
989 1498 807
990 1338 747
991 343 185
992 1387 776
993 152 97
994 883 523
995 1111 645
996 557 189
997 1957 1139
998 941 557
999 1463 798
1000 985 7
1001 851 498
1002 1084 635
1003 1329 743
1004 1556 808
1005 831 481
1006 59 51
1007 582 325
1008 1326 743
1009 1832 1092
1010 781 25
1011 841 481
1012 148 100
1013 1505 24
1014 744 418
1015 192 121
1016 902 498
1017 602 278
1018 1941 1102
1019 164 39
1020 1922 1108
1021 823 480
1022 353 191
1023 1047 618
1024 719 4
1025 1651 909
1026 1836 1095
1027 783 437
1028 681 381
1029 1111 646
1030 57 57
1031 788 437
1032 588 329
1033 1757 981
1034 409 213
1035 1614 882
1036 1701 957
1037 1851 1101
1038 358 12
1039 243 138
1040 1396 776
1041 1213 704
1042 615 344
1043 598 331
1044 1372 775
1045 1246 40
1046 173 108
1047 316 184
1048 1437 785
1049 891 498
1050 540 321
1051 1452 793
1052 1369 776
1053 1636 7
1054 286 66
1055 1572 863
1056 1074 5
1057 1655 909
1058 874 7
1059 1733 969
1060 836 481
1061 296 173
1062 863 504
1063 1291 7
1064 653 360
1065 173 109
1066 1357 776
1067 502 279
1068 983 579
1069 2030 4
1070 715 6
1071 969 573
1072 1454 796
1073 617 350
1074 592 329
1075 27 42
1076 1819 1084
1077 1172 667
1078 74 58
1079 237 139
1080 1604 879
1081 512 287
1082 1711 40
1083 1068 620
1084 1398 775
1085 617 341
1086 1165 497
1087 2031 7
1088 1447 795
1089 1860 1103
1090 1964 1139
1091 1030 618
1092 1301 1
1093 1479 802
1094 1668 895
1095 307 170
1096 1906 6
1097 844 485
1098 20 40
1099 943 555
1100 954 6
1101 202 12
1102 1868 1103
1103 1761 981
1104 1727 969
1105 214 123
1106 786 432
1107 1423 8
1108 857 506
1109 819 480
1110 666 373
1111 4 5
1112 880 517
1113 103 72
1114 1289 6
1115 2033 12
1116 1537 842
1117 221 136
1118 976 573
1119 1710 966
1120 1764 984
1121 1536 842
1122 1407 776
1123 642 355
1124 893 5
1125 1751 981
1126 293 173
1127 464 4
1128 1113 9
1129 1874 5
1130 260 153
1131 1310 715
1132 1097 642
1133 1564 846
1134 163 41
1135 720 256
1136 1846 1092
1137 208 123
1138 1316 7
1139 604 335
1140 745 418
1141 867 510
1142 189 121
1143 835 7
1144 18 35
1145 557 2
1146 1477 802
1147 565 321
1148 1932 1102
1149 613 278
1150 324 12
1151 1774 986
1152 1604 882
1153 570 321
1154 860 503
1155 1936 1102
1156 792 437
1157 164 105
1158 1463 800
1159 199 120
1160 1298 724
1161 249 150
1162 739 417
1163 1448 795
1164 913 502
1165 1600 5
1166 1153 663
1167 99 85
1168 1886 1101
1169 1827 1092
1170 2025 1158
1171 722 402
1172 397 213
1173 284 41
1174 96 7
1175 1546 842
1176 1558 7
1177 1730 971
1178 758 421
1179 1090 619
1180 1968 1139
1181 49 52
1182 1862 1103
1183 938 556
1184 693 385
1185 1817 1069
1186 1834 972
1187 1400 776
1188 1755 981
1189 1433 785
1190 364 5
1191 218 123
1192 1253 714
1193 1374 775
1194 362 195
1195 805 441
1196 975 573
1197 64 51
1198 451 230
1199 563 321
1200 1282 712
1201 704 390
1202 633 349
1203 600 336
1204 1430 786
1205 1155 663
1206 1505 38
1207 1110 645
1208 292 170
1209 1574 861
1210 510 287
1211 1690 958
1212 1838 1092
1213 1878 972
1214 1076 635
1215 679 386
1216 922 538
1217 1611 882
1218 341 185
1219 601 331
1220 1501 813
1221 1134 644
1222 365 7
1223 1357 748
1224 603 331
1225 538 321
1226 71 66
1227 1261 713
1228 226 25
1229 1089 635
1230 1643 903
1231 1 6
1232 227 141
1233 1548 842
1234 770 428
1235 1747 981
1236 372 203
1237 1234 8
1238 1895 1110
1239 1531 824
1240 281 162
1241 429 218
1242 248 25
1243 639 353
1244 1649 910
1245 1689 955
1246 84 70
1247 781 4
1248 1429 785
1249 1663 909
1250 773 428
1251 903 527
1252 1467 9
1253 1459 798
1254 669 356
1255 1252 712
1256 1517 818
1257 1728 969
1258 800 441
1259 292 171
1260 1711 37
1261 1927 1102
1262 130 93
1263 1324 743
1264 1446 793
1265 1623 890
1266 687 385
1267 1444 509
1268 231 127
1269 2000 6
1270 1034 618
1271 159 99
1272 732 25
1273 1802 1031
1274 203 120
1275 1075 39
1276 1461 802
1277 300 170
1278 217 123
1279 1425 786
1280 17 32
1281 1934 1108
1282 797 5
1283 1112 626
1284 1929 1102
1285 1850 5
1286 1038 618
1287 1150 664
1288 139 93
1289 1784 37
1290 529 321
1291 195 121
1292 1115 653
1293 177 108
1294 1728 971
1295 382 203
1296 288 178
1297 1791 37
1298 955 25
1299 102 12
1300 546 239
1301 994 598
1302 1079 546
1303 1933 1
1304 1016 603
1305 1149 25
1306 367 200
1307 1900 1109
1308 1219 704
1309 712 4
1310 184 7
1311 641 353
1312 466 26
1313 1121 644
1314 1243 7
1315 784 436
1316 761 421
1317 896 524
1318 938 552
1319 1001 8
1320 619 338
1321 23 42
1322 1753 981
1323 1642 902
1324 1571 861
1325 1050 624
1326 1162 663
1327 1947 1128
1328 1019 618
1329 295 170
1330 1724 25
1331 454 230
1332 1523 808
1333 1065 629
1334 1559 5
1335 1772 984
1336 1083 635
1337 1491 807
1338 2041 1159
1339 1188 703
1340 371 194
1341 410 213
1342 1527 824
1343 1733 971
1344 700 390
1345 84 69
1346 509 284
1347 1809 1050
1348 561 321
1349 709 390
1350 1147 658
1351 1819 1038
1352 1320 739
1353 355 191
1354 1909 38
1355 1167 6
1356 453 231
1357 1849 6
1358 1858 1103
1359 1410 775
1360 227 138
1361 1976 1139
1362 764 24
1363 70 6
1364 988 577
1365 273 162
1366 1488 805
1367 611 6
1368 1966 1139
1369 309 170
1370 171 109
1371 26 42
1372 824 4
1373 1315 715
1374 1958 1139
1375 1645 905
1376 472 232
1377 483 5
1378 283 162
1379 1395 776
1380 1489 6
1381 452 231
1382 1217 704
1383 586 329
1384 1900 1108
1385 1422 784
1386 299 173
1387 1912 1113
1388 678 386
1389 1116 655
1390 2005 1144
1391 610 334
1392 1849 5
1393 1216 704
1394 772 428
1395 442 224
1396 1293 715
1397 1092 5
1398 1289 7
1399 1386 775
1400 880 520
1401 1515 818
1402 308 170
1403 615 347
1404 890 8
1405 274 162
1406 109 84
1407 1198 705
1408 228 138
1409 1653 909
1410 843 489
1411 117 84
1412 528 41
1413 1656 5
1414 1398 776
1415 1784 992
1416 852 502
1417 589 329
1418 1223 8
1419 973 573
1420 315 23
1421 1272 719
1422 286 6
1423 785 436
1424 420 218
1425 1024 5
1426 319 179
1427 129 87
1428 1671 941
1429 58 12
1430 1489 188
1431 1253 715
1432 795 437
1433 1636 912
1434 91 12
1435 1077 636
1436 710 4
1437 661 374
1438 437 225
1439 865 510
1440 637 24
1441 1512 38
1442 76 69
1443 1336 744
1444 246 6
1445 1419 780
1446 292 173
1447 933 7
1448 1971 1139
1449 1781 6
1450 120 84
1451 1818 1075
1452 1272 715
1453 201 120
1454 29 42
1455 1394 775
1456 1744 981
1457 1848 1095
1458 1341 747
1459 1342 747
1460 999 602
1461 42 52
1462 553 321
1463 947 559
1464 1368 776
1465 1609 882
1466 154 99
1467 757 356
1468 1778 932
1469 1025 618
1470 253 152
1471 1617 886
1472 1412 9
1473 73 70
1474 949 558
1475 1052 626
1476 403 213
1477 186 111
1478 889 520
1479 1021 618
1480 264 162
1481 206 123
1482 1434 9
1483 1592 875
1484 197 120
1485 1383 776
1486 240 149
1487 737 417
1488 1401 8
1489 43 50
1490 1578 808
1491 1288 4
1492 1906 1115
1493 1687 7
1494 750 419
1495 1368 775
1496 1541 842
1497 1062 629
1498 1674 936
1499 1295 733
1500 1969 1139
1501 556 321
1502 97 38
1503 1553 842
1504 804 438
1505 487 240
1506 568 321
1507 1003 602
1508 1775 986
1509 216 123
1510 351 193
1511 17 33
1512 695 5
1513 1145 644
1514 847 0
1515 1483 38
1516 490 257
1517 749 23
1518 93 69
1519 1880 1101
1520 1961 1139
1521 1811 973
1522 1107 642
1523 1181 674
1524 40 53
1525 1798 1036
1526 717 399
1527 1260 719
1528 1684 940
1529 1223 9
1530 1257 712
1531 700 391
1532 1605 879
1533 126 94
1534 1167 7
1535 752 420
1536 580 278
1537 909 527
1538 282 162
1539 862 510
1540 1249 78
1541 1737 976
1542 83 70
1543 166 110
1544 1943 5
1545 1060 624
1546 1364 776
1547 1648 910
1548 1831 1092
1549 68 4
1550 958 564
1551 316 182
1552 156 99
1553 180 12
1554 1061 629
1555 621 342
1556 574 5
1557 612 7
1558 958 573
1559 1458 40
1560 1441 4
1561 659 374
1562 967 573
1563 520 286
1564 1800 973
1565 620 340
1566 1074 4
1567 1777 986
1568 1420 38
1569 1899 7
1570 619 349
1571 626 349
1572 1679 940
1573 1109 647
1574 532 322
1575 907 527
1576 1815 1054
1577 1267 649
1578 1071 629
1579 1294 724
1580 1014 7
1581 576 5
1582 1672 934
1583 344 185
1584 334 185
1585 748 5
1586 174 109
1587 939 556
1588 1465 802
1589 1813 1050
1590 1098 640
1591 681 384
1592 430 221
1593 1921 1102
1594 879 502
1595 2 10
1596 698 390
1597 128 86
1598 1316 5
1599 1228 704
1600 289 178
1601 11 31
1602 1417 776
1603 1772 983
1604 526 7
1605 1566 861
1606 863 503
1607 844 490
1608 1640 909
1609 57 54
1610 1095 642
1611 1566 864
1612 1350 4
1613 246 5
1614 1136 658
1615 1076 631
1616 860 511
1617 557 188
1618 1289 735
1619 56 51
1620 1266 715
1621 1080 631
1622 1271 719
1623 1500 807
1624 924 502
1625 1742 977
1626 699 387
1627 677 386
1628 805 438
1629 1563 864
1630 1312 1
1631 1190 9
1632 1085 635
1633 15 32
1634 1673 941
1635 1266 713
1636 363 4
1637 875 26
1638 315 39
1639 254 153
1640 1100 642
1641 1867 973
1642 781 5
1643 1192 704
1644 1919 1102
1645 755 421
1646 1046 546
1647 114 12
1648 1447 794
1649 1253 713
1650 394 37
1651 1191 700
1652 458 12
1653 1525 821
1654 1184 40
1655 330 185
1656 1741 982
1657 155 99
1658 1524 5
1659 2008 1144
1660 986 577
1661 1468 802
1662 1426 786
1663 1308 715
1664 1254 710
1665 1178 670
1666 1166 4
1667 1764 985
1668 462 230
1669 146 5
1670 1687 4
1671 915 538
1672 1015 37
1673 1746 977
1674 424 12
1675 645 360
1676 1946 38
1677 1143 644
1678 577 328
1679 1883 1101
1680 726 4
1681 238 143
1682 185 41
1683 936 555
1684 566 321
1685 714 395
1686 261 153
1687 716 396
1688 600 335
1689 947 560
1690 190 111
1691 104 76
1692 1685 940
1693 246 4
1694 347 12
1695 1793 1032
1696 877 520
1697 2015 1144
1698 1582 861
1699 1688 24
1700 1665 893
1701 507 7
1702 200 120
1703 1648 909
1704 1902 81
1705 863 505
1706 1719 966
1707 113 10
1708 1050 6
1709 1304 715
1710 1711 7
1711 521 286
1712 1268 10
1713 142 93
1714 1639 910
1715 579 328
1716 1138 644
1717 670 373
1718 660 372
1719 322 183
1720 1593 875
1721 171 108
1722 1686 953
1723 543 321
1724 859 511
1725 1374 776
1726 1169 666
1727 1364 775
1728 95 76
1729 1344 747
1730 930 548
1731 1675 938
1732 821 480
1733 690 385
1734 1703 26
1735 697 391
1736 1316 741
1737 1345 8
1738 1309 715
1739 161 7
1740 953 565
1741 985 4
1742 639 360
1743 748 23
1744 727 407
1745 964 573
1746 1428 786
1747 269 12
1748 408 213
1749 485 256
1750 325 183
1751 1633 5
1752 622 352
1753 1522 4
1754 1792 38
1755 60 55
1756 485 240
1757 935 514
1758 123 90
1759 1443 25
1760 522 286
1761 1801 1031
1762 1738 5
1763 1803 1035
1764 1785 1017
1765 31 42
1766 484 40
1767 103 76
1768 1354 775
1769 1620 886
1770 179 108
1771 636 7
1772 35 4
1773 1991 1141
1774 172 109
1775 717 398
1776 162 7
1777 578 329
1778 516 286
1779 664 373
1780 1321 739
1781 1392 775
1782 1695 957
1783 696 40
1784 1420 26
1785 766 428
1786 152 98
1787 1947 1139
1788 507 281
1789 1141 644
1790 660 374
1791 803 438
1792 150 99
1793 668 8
1794 1303 738
1795 1963 1139
1796 957 572
1797 1037 618
1798 1307 715
1799 1832 1095
1800 1290 9
1801 972 573
1802 1413 776
1803 1109 645
1804 1579 863
1805 1094 643
1806 778 38
1807 1149 41
1808 1840 1092
1809 1527 842
1810 226 132
1811 959 564
1812 1887 1101
1813 1570 863
1814 1291 737
1815 1014 4
1816 769 428
1817 574 7
1818 1182 674
1819 569 278
1820 1069 629
1821 1354 751
1822 2003 1141
1823 1184 64
1824 1171 667
1825 577 323
1826 795 436
1827 1716 967
1828 1144 644
1829 1109 644
1830 1700 956
1831 1906 1114
1832 213 12
1833 419 218
1834 803 441
1835 1082 635
1836 380 12
1837 535 279
1838 1095 643
1839 105 84
1840 760 421
1841 1799 1031
1842 121 4
1843 1415 775
1844 338 185
1845 1245 9
1846 314 4
1847 1878 973
1848 1267 37
1849 854 502
1850 95 7
1851 304 173
1852 1711 38
1853 1981 1139
1854 1043 618
1855 134 93
1856 1705 966
1857 265 162
1858 1267 650
1859 575 7
1860 346 191
1861 1597 5
1862 226 135
1863 81 69
1864 54 6
1865 502 237
1866 1577 863
1867 1011 602
1868 81 70
1869 937 552
1870 1432 785
1871 1934 1109
1872 1059 629
1873 1451 793
1874 1830 1092
1875 1586 876
1876 95 6
1877 193 121
1878 1249 718
1879 850 500
1880 1276 712
1881 807 438
1882 636 5
1883 1458 198
1884 1794 1032
1885 1404 776
1886 572 321
1887 774 428
1888 814 473
1889 1562 5
1890 1280 712
1891 1365 776
1892 466 4
1893 1938 1102
1894 932 5
1895 439 224
1896 510 280
1897 457 230
1898 286 173
1899 993 598
1900 90 70
1901 1725 23
1902 252 154
1903 1980 1139
1904 1351 756
1905 1875 6
1906 187 121
1907 1841 1095
1908 1997 1141
1909 610 335
1910 101 72
1911 893 0
1912 910 0
1913 204 120
1914 1055 630
1915 233 138
1916 1460 803
1917 791 356
1918 1504 4
1919 1231 704
1920 1951 1125
1921 504 257
1922 466 6
1923 2034 792
1924 895 5
1925 1538 842
1926 1389 775
1927 614 4
1928 1725 968
1929 113 11
1930 1907 4
1931 285 7
1932 1066 629
1933 528 304
1934 591 278
1935 1533 842
1936 1506 815
1937 990 575
1938 230 141
1939 1975 1139
1940 804 439
1941 1933 11
1942 1292 37
1943 381 203
1944 1366 776
1945 945 555
1946 1842 1095
1947 1726 509
1948 1643 904
1949 1782 7
1950 1258 713
1951 1369 775
1952 434 221
1953 947 558
1954 34 6
1955 243 139
1956 1458 23
1957 2029 1158
1958 1913 1116
1959 1312 2
1960 43 48
1961 1561 37
1962 0 3
1963 230 126
1964 715 397
1965 393 206
1966 668 9
1967 541 321
1968 1596 4
1969 1910 1124
1970 165 107
